Cites,Authors,Year
29,"SR Freeman|X Jin|JJ Anzinger|Q Xu",2014
29,"HS Kruth|WY Zhang|SI Skarlatos|FF Chao",1999
25,"FJ Leyva|JJ Anzinger",2011
25,"MM Rodrigues|BE McCarey|GO Waring",1990
24,"Z Cankova|JD Huang|HS Kruth|M Johnson",2011
26,"JJ Anzinger|J Chang|Q Xu|MK Barthwal",2012
24,"MK Barthwal|JJ Anzinger|Q Xu|T Bohnacker",2013
24,"WY Zhang|I Ishii|HS Kruth",2000
22,"L Addadi|M Geva|HS Kruth",2003
21,"HS Kruth|B Shekhonin",1994
20,"JM Connolly|MA Bakay|IS Alferiev|RC Gorman",2011
20,"MM Rodrigues|HS Kruth|JH Krachmer",1990
20,"DG Cogan|HS Kruth|MB Datilis|N Martin",1992
18,"SG Thacker|X Rousset|S Esmail|A Zarzour|X Jin",2015
16,"F Ashraf|DG Cogan|HS Kruth",1993
15,"X Jin|SR Freeman|B Vaisman|Y Liu|J Chang",2015
15,"SI Skarlatos|R Rao|BF Dickens|HS Kruth",1993
16,"HS Lee|HS Kruth",2003
15,"W Huang|I Ishii|WY Zhang|M Sonobe|HS Kruth",2002
14,HS Kruth,1987
14,"WJ Fredericks|T McGarvey|H Wang",2013
13,"SI Skarlatos|N Duverger|D Rader|HS Kruth",1995
11,"SI Skarlatos|R Rao|HS Kruth",1992
11,"HS Kruth|J Blanchette-Mackie|J Avigan",1982
10,"SI Skarlatos|M Rouis|MJ Chapman|HS Kruth",1993
11,"N Varsano|T Dadosh|S Kapishnikov",2016
9,"M Napolitano|HS Kruth|E Bravo",2012
8,"X Jin|D Sviridov|Y Liu|B Vaisman",2016
8,"X Jin|Q Xu|K Champion|HS Kruth",2015
8,"X Jin|HS Kruth",2016
5,"S Sarig|D Hirsch|R Azoury|TA Weiss",1992
5,"HS Kruth|JE Cupp|MA Khan",1987
5,"D Kling|MM Becker|HS Kruth|W Gamble",1984
4,"ML Nickerson|AD Bosley|JS Weiss|BN Kostiha",2013
4,"HYC Wong|KS Cheng|HS Kruth",1987
4,"X Jin|EK Dimitriadis|Y Liu|CA Combs",2018
4,"Y Baumer|Q Ng|GE Sanda|AK Dey|HL Teague",2018
4,"B Zhao|W Huang|WY Zhang|I Ishii",2004
2,"X Jin|SR Freeman|B Vaisman|Y Liu",2015
2,"B Zhao|Y Li|C Buono|SW Waldo|NL Jones",2006
2,"DL Sprecher|HS Kruth|JE Pierce|E Lakatos",1987
2,"AN Orekhov|Y Oishi|NG Nikiforov",2018
2,"F Dong|X Jin|MA Boettler|H Sciulli|M Abu-Asab",2018
1,"SC Patel|PG Pentchev|HS Kruth|ML Grunnet",1988
1,"SF Gunther|AG Gunther|JM Hoeg",1986
2,"JJ Anzinger|X Jin|CS Palmer|P Dagur",2017
1,"NG Nikiforov|NV Elizova|M Bukrinsky",2017
1,"HS Kruth|JE Cupp|MA Khan|GR Henderson|E Berlin",1986
2,"N Varsano|F Beghi|N Elad|E Pereiro",2018
1,HS Kruth,2001
1,"JE Cupp|G Campbell|MA Khan|HS Kruth",1987
1,"MM Rodrigues|HS Kruth|S Rajagopalan",1993
146,"S Venkateswaran|L Pari",2003
113,"DL Rateri|JJ Moorleghen|A Balakrishnan|AP Owens III|DA Howatt",2011
113,"S Venkateswaran|L Pari",2002
86,"EM Southerland|DM Milhorn|RD Foreman|B Linderoth|MJL DeJongste",2007
86,"S Venkateswaran|L Pari",2002
85,"P Krishnamurthy|V Subramanian|M Singh|K Singh",2007
81,"V Subramanian|J Golledge|T Ijaz|D Bruemmer|A Daugherty",2010
74,"L Pari|R Ramakrishnan|S Venkateswaran",2001
72,"S Venkateswaran|L Pari|G Saravanan",2002
70,"L Pari|S Venkateswaran",2002
67,"P Krishnamurthy|JT Peterson|V Subramanian|M Singh|K Singh",2009
67,"P Krishnamurthy|V Subramanian|M Singh|K Singh",2006
66,"AP Owens III|V Subramanian|JJ Moorleghen|Z Guo|CA McNamara",2010
61,"S Venkateswaran|L Pari|P Viswanathan|VP Menon",1997
55,"L Pari|S Venkateswaran",2004
46,"V Subramanian|HA Uchida|T Ijaz|JJ Moorleghen|DA Howatt",2012
43,"V Subramanian|P Krishnamurthy|K Singh|M Singh",2007
42,"HA Uchida|A Poduri|V Subramanian|LA Cassis|A Daugherty",2011
42,"L Pari|S Venkateswaran",2003
40,"L Pari|S Venkateswaran",2003
29,"CR Foster|M Singh|V Subramanian|K Singh",2011
29,"L Pari|S Venkateswaran",2003
27,"S Venkateswaran|L Pari",2003
26,"V Subramanian|J Golledge|EB Heywood|D Bruemmer|A Daugherty",2012
22,"S Venkateswaran|L Pari|P Viswanathan",1998
21,"DA Howatt|A Balakrishnan|JJ Moorleghen|L Muniappan|DL Rateri",2016
21,"S Wang|V Subramanian|H Lu|DA Howatt|JJ Moorleghen|R Charnigo",2012
17,"V Subramanian|JJ Moorleghen|A Balakrishnan|DA Howatt|AH Chishti",2013
17,"S Venkateswaran|L Pari|L Suguna|G Chandrakasan",2003
63,"B Zhou|Q Ma|SW Kong|Y Hu",2009
50,"Y Wang|B Wu|AA Chamberlain|W Lui|P Koirala",2013
101,"B Wu|Y Wang|W Lui|M Langworthy",2011
14,"D Zhang|B Wu|P Wang|Y Wang|P Lu",2016
23,"B Wu|B Zhou|Y Wang|HL Cheng|CT Hang|WT Pu",2010
30,"AA Chamberlain|M Lin|RL Lister",2014
26,"Y Wang|B Wu|E Farrar|W Lui|P Lu",2017
20,"L Song|M Zhao|B Wu|B Zhou",2011
16,"B Wu|Y Wang|F Xiao|JT Butcher",2017
6,"Y Wang|B Wu|P Lu|D Zhang|B Wu",2017
7,"D Zhang|Y Wang|P Lu|P Wang|X Yuan|J Yan",2017
4,"M Chu|Y Gao|B Zhou|B Wu|J Wang|D Xu",2016
198,"B Wu|Z Zhang|W Lui|X Chen|Y Wang",2012
1,"F Xiao|R Zheng|D Yang|K Cao|S Zhang|B Wu",2017
5,"Y Peng|L Song|D Li|R Kesterson",2016
51,"X Cai|W Zhang|J Hu|L Zhang|N Sultana|B Wu",2013
8,"M Chu|Y Gao|Y Zhang|B Zhou|B Wu",2015
13,"G del Monte-Nieto|M Ramialison|AAS Adam|B Wu",2018
315,"SS Deepa|Y Umehara|S Higashiyama|N Itoh",2002
102,"S Mori|M Tanaka|D Nanba|E Nishiwaki",2003
96,"M Tanaka|D Nanba|S Mori|F Shiba|H Ishiguro",2004
73,"Y Murayama|Y Shinomura|K Oritani",2008
70,"H Furochi|S Tamura|M Mameoka|C Yamada",2007
140,"E Iivanainen|L Nelimarkka|V Elenius",2003
29,"F Toki|D Nanba|N Matsuura",2005
132,"M Mifune|H Ohtsu|H Suzuki|H Nakashima",2005
47,"T Kikugawa|Y Kinugasa|K Shiraishi|D Nanba",2006
60,"Y Kinugasa|M Hieda|M Hori|S Higashiyama",2007
83,"S Inui|S Higashiyama|K Hashimoto",1997
34,"S Morita|Y Shirakata|A Shiraishi|Y Kadota",2007
32,"N Miura|N Takemori|T Kikugawa|N Tanji",2012
34,"A Oyagi|Y Oida|K Kakefuda|M Shimazawa|N Shioda",2009
59,"TJ Myers|LH Brennaman|M Stevenson",2009
18,"Y Zhang|T Kobayashi|Y Hayashi",2012
16,"R Yamashita|N Kotani|Y Ishiura",2011
24,"R Yoshioka|A Shiraishi|T Kobayashi",2010
46,"P Gooz|Y Dang|S Higashiyama|WO Twal",2012
17,"K Ozeki|S Tanida|C Morimoto|Y Inoue|T Mizoshita",2013
25,S Higashiyama,2004
303,"S Tokumaru|K Sayama|Y Shirakata",2005
18,"H Tsukamoto|S Tanida|K Ozeki|M Ebi",2013
18,"Y Iwakura|R Wang|Y Abe|Y Piao",2011
32,"J Madarame|S Higashiyama|H Kiyota",2003
20,"T Uetani|H Nakayama|H Okayama|T Okura",2009
18,"T Shiomi|F Boudreault|N Padem",2011
20,"N Takemori|A Takemori|K Matsuoka",2015
22,"D Nanba|H Inoue|Y Shigemi",2008
25,"G Yoshikawa|T Momiyama|S Oya|K Takai",2010
24,"N Nakano|S Higashiyama|H Ohmoto",2004
28,"M Kurokawa|N Ise|K Omi|K Goishi",2013
42,"S Higashiyama|D Nanba|H Nakayama",2011
237,"S Higashiyama|H Iwabuki|C Morimoto",2008
17,"H Nishida-Fukuda|R Araki|M Shudou",2016
18,"J Kozawa|Y Tokui|M Moriwaki|M Li|H Ohmoto",2005
16,"H Takeda|H Inoue|T Kutsuna",2010
9,"T Takemura|Y Yoshida|S Kiso|Y Saji",2013
16,"N Ise|K Omi|D Nambara|S Higashiyama",2011
8,"F Toki|N Honkura|Y Shirakata|T Imamura",2013
15,"F Shikata|T Sakaue|K Nakashiro|M Okazaki",2014
9,"T Kutsuna|H Inoue|H Takeda",2011
34,"D Nanba|F Toki|N Matsushita",2013
20,"M Beck Gooz|EN Maldonado|Y Dang",2014
5,"S Grossmann|S Grossmann",2009
12,"D Nanba|N Matsushita|F Toki",2013
6,"T Sakaue|A Fujisaki|H Nakayama",2017
32,"H Nakayama|S Fukuda|H Inoue",2012
51,"T Joh|H Kataoka|S Tanida|K Watanabe",2005
12,"M Yoshida|T Shimura|S Fukuda|T Mizoshita",2012
32,"H Ohnuki|H Inoue|N Takemori|H Nakayama",2012
4,"A Shiraishi|T Joko|S Higashiyama|Y Ohashi",2007
4,"T Yamamoto|T Suganami|M Kiso‐Narita|PA Scherle",2010
10,"N Matsushita|S Matsushita|S Hirakawa",2013
20,"T Shimura|M Yoshida|S Fukuda|M Ebi",2012
27,"S Oya|G Yoshikawa|K Takai|J Tanaka",2008
2,"T Sakaue|M Maekawa|H Nakayama",2017
3,"Y Inoue|M Shimazawa|S Nakamura",2018
10,"H Nakayama|S Fukuda|N Matsushita",2013
24,"T Joko|D Nanba|F Shiba|K Miyata|A Shiraishi",2007
41,"T Noda|T Kikugawa|N Tanji",2015
11,"D Miwa|T Sakaue|H Inoue|N Takemori|M Kurokawa",2013
7,"T Sakaue|I Sakakibara|T Uesugi|A Fujisaki",2017
8,"C Hiraoka|F Toki|K Shiraishi|K Sayama",2016
4,"H Inoue|T Sakaue|T Ozawa",2013
9,"S Shigematsu|S Fukuda|H Nakayama|H Inoue",2011
4,"Y Iwakura|R Wang|N Inamura|K Araki",2017
3,"M Hieda|M Koizumi|C Higashi|T Tachibana",2012
2,"T Joko|A Shiraishi|T Kobayashi|Y Ohashi",2017
1,S Higashiyama,2012
4,"T Nagasawa|H Nakamichi|Y Hama",2018
1,"TJ Myers|LH Brennaman|M Stevenson",2009
4,"S Fukuda|H Nishida-Fukuda|D Nanba|K Nakashiro",2016
6,"M Maekawa|K Tanigawa|T Sakaue|H Hiyoshi",2017
1,"T Sakaue|H Nakaoka|F Shikata|J Aono|M Kurata",2018
1,"T Sakaue|F Shikata|K Utsunomiya|S Fukae|M Kurata",2017
138,"A Inoue|J Ishiguro|H Kitamura|N Arima|M Okutani",2012
4,"S Tate|M Imai|N Matsushita|EK Nishimura",2015
76,"M Hieda|M Isokane|M Koizumi|C Higashi",2008
52,"D Nanba|F Toki|Y Barrandon",2013
11,"AF Ikin|M Causevic|S Pedrini",2007
25,"D Nanba|F Toki|S Tate|M Imai|N Matsushita",2015
1,"MKBA Amin|A Shimizu|DP Zankov|A Sato|S Kurita",2018
4,"R Wang|Y Iwakura|K Araki|K Keino-Masu|M Masu",2013
1,"H Nakayama|T Sakaue|M Maekawa|A Fujisaki",2018
3,"A Murakami|M Maekawa|K Kawai|J Nakayama",2019
831,"KK Wary|F Mainiero|SJ Isakoff|EE Marcantonio|FG Giancotti",1996
779,"KK Wary|A Mariotti|C Zurzolo|FG Giancotti",1998
384,"F Mainiero|C Murgia|KK Wary|AM Curatola|A Pepe|M Blumemberg",1997
303,"M Oktay|KK Wary|M Dans|RB Birge|FG Giancotti",1999
288,"A Pozzi|KK Wary|FG Giancotti|HA Gardner",1998
270,"F Mainiero|A Pepe|KK Wary|L Spinardi|M Mohammadi|J Schlessinger",1995
268,"JD Blais|CL Addison|R Edge|T Falls|H Zhao|K Wary|C Koumenis",2006
241,"R Verma|B Wharram|I Kovari|R Kunkel|D Nihalani|KK Wary",2003
226,"L Barberis|KK Wary|G Fiucci|F Liu|E Hirsch|M Brancaccio|F Altruda",2000
184,"N Urao|H Inomata|M Razvi|HW Kim|K Wary|R McKinney|T Fukai",2008
107,"KK Wary|GD Thakker|JO Humtsoe|J Yang",2003
106,"JK Kim|Y Xu|X Xu|DR Keene|S Gurusiddappa|X Liang|KK Wary",2005
103,"JO Humtsoe|JK Kim|Y Xu|DR Keene|M Höök|S Lukomski|KK Wary",2005
80,"CE Cowan|EE Kohler|TA Dugan|MK Mirza|AB Malik|KK Wary",2010
70,"KK Wary|RN Sharan",1988
67,"T Fowler|S Johansson|KK Wary|M Höök",2003
67,"JO Humtsoe|S Feng|GD Thakker|J Yang|J Hong|KK Wary",2003
62,"H Wang|V Radjendirane|KK Wary|S Chakrabarty",2004
57,"H Gong|J Rehman|H Tang|K Wary|M Mittal|P Chatturvedi|Y Zhao",2015
56,"AD Singh|L Boghosian-Sell|KK Wary|CL Shields|P De Potter",1994
50,"YD Zhao|H Ohkawara|J Rehman|KK Wary|SM Vogel|RD Minshall",2009
46,"PV Usatyuk|P Fu|V Mohan|Y Epshtein|JR Jacobson",2014
46,"RN Sharan|KK Wary",1992
43,"EE Kohler|CE Cowan|I Chatterjee|AB Malik|KK Wary",2011
41,"JO Humtsoe|M Liu|AB Malik|KK Wary",2010
36,"KK Wary|Z Lou|AM Buchberg|LD Siracusa|T Druck|S LaForgia",1993
34,"KK Wary|SM Vogel|S Garrean|YD Zhao|AB Malik",2009
34,"AD Singh|CM Croce|KK Wary|JA Shields|LA Donoso|CL Shields",1996
34,"KK Wary|RN Sharan",1991
28,"EE Kohler|KK Wary|F Li|I Chatterjee|N Urao|PT Toth|M Ushio-Fukai",2013
28,"KK Wary|JO Humtsoe",2005
28,"KK Wary|M Dans|A Mariotti|FG Giancotti",1999
27,"L Wu|KK Wary|S Revskoy|X Gao|K Tsang|YA Komarova|J Rehman",2015
27,"J Liang|W Huang|X Yu|A Ashraf|KK Wary|M Xu|RW Millard|M Ashraf",2012
27,"KK Wary|EE Kohler|I Chatterjee",2012
25,"JO Humtsoe|RA Bowling Jr|S Feng|KK Wary",2005
21,"I Chatterjee|JO Humtsoe|EE Kohler|C Sorio|KK Wary",2011
21,KK Wary,2004
19,"KH Yamada|Y Nakajima|M Geyer|KK Wary|M Ushio-Fukai|Y Komarova",2014
16,"SP Toya|KK Wary|M Mittal|F Li|PT Toth|C Park|J Rehman|AB Malik",2015
15,"MJ Oh|C Zhang|E LeMaster|C Adamos|E Berdyshev|Y Bogachkov",2016
12,"SB Traphagen|I Titushkin|S Sun|KK Wary|M Cho",2013
9,"EE Kohler|J Baruah|N Urao|M Ushio‐Fukai|T Fukai|I Chatterjee",2014
9,KK Wary,2003
9,"KK Wary|RN Sharan",1988
6,"I Chatterjee|J Baruah|EE Lurie|KK Wary",2016
6,"I Chatterjee|F Li|EE Kohler|J Rehman|AB Malik|KK Wary",2015
5,"K Wary|J Humtsoe",2005
4,"J Baruah|R Hitzman|J Zhang|S Chaudhuri|V Mastej|KK Wary",2017
4,"C Zhang|C Adamos|MJ Oh|J Baruah|MAA Ayee|D Mehta|KK Wary",2017
3,"C Zhang|C Adamos|MJ Oh|J Baruah|MAA Ayee|D Mehta|KK Wary",2017
3,"PV Usatyuk|P Fu|V Mohan|Y Epshtein|JR Jacobson",2014
3,KK Wary,2005
2,"J Baruah|K Wary",2015
2,"KK Wary|Y Zhao|AB Malik|YY Zhao",2012
2,KK Wary,1989
1,"EE Kohler|J Baruah|I Chatterjee|KK Wary",2012
1,"E Kohler|J Baruah|DT Azar|R Chang|AB Malik|KK Wary",2012
1,"EE Kohler|KK Wary",2011
1,"E Kohler|AB Malik|KK Wary",2010
1,KK Wary,2010
1,"R Verma|B Wharram|I Kovari|R Kunkel|D Nihalani|KK Wary",2005
2390,"LV Wang|S Hu",2012
623,"K Maslov|HF Zhang|S Hu|LV Wang",2008
302,"S Hu|LV Wang",2010
300,"S Hu|K Maslov|LV Wang",2011
150,"S Hu|K Maslov|V Tsytsarev|LV Wang",2009
135,"S Oladipupo|S Hu|J Kovalski|J Yao|A Santeford|RE Sohn|R Shohet",2011
122,"S Hu|B Rao|K Maslov|LV Wang",2010
117,"S Hu|K Maslov|LV Wang",2009
114,"HW Wang|N Chai|P Wang|S Hu|W Dou|D Umulis|LV Wang|M Sturek",2011
97,"J Song|F Wang|X Yang|B Ning|MG Harp|SH Culp|S Hu|P Huang",2016
95,"Y Wang|S Hu|K Maslov|Y Zhang|Y Xia|LV Wang",2011
94,"C Zhang|K Maslov|S Hu|R Chen|Q Zhou|KK Shung|LV Wang",2012
87,"S Da Mesquita|A Louveau|A Vaccari|I Smirnov|RC Cornelison",2018
83,"Y Wang|K Maslov|C Kim|S Hu|LV Wang",2010
82,"SS Oladipupo|S Hu|AC Santeford|J Yao|JR Kovalski|RV Shohet",2011
77,"S Hu|LV Wang",2010
74,"Z Guo|S Hu|LV Wang",2010
72,"S Hu|K Maslov|LV Wang",2009
71,"Y Wang|K Maslov|Y Zhang|S Hu|L Yang|Y Xia|J Liu|LV Wang",2011
69,"S Hu|P Yan|K Maslov|JM Lee|LV Wang",2009
67,"B Ning|MJ Kennedy|AJ Dixon|N Sun|R Cao|BT Soetikno|R Chen",2015
60,"J Yao|K Maslov|S Hu|LV Wang",2009
50,"S Hu|LV Wang",2013
50,"Y Liu|C Zhang|S Hu|Y Suzuki|Z Xu|S Ferradal|LV Wang",2012
46,"V Tsytsarev|S Hu|J Yao|K Maslov|DL Barbour|LV Wang",2011
45,"X Cai|BS Paratala|S Hu|B Sitharaman|LV Wang",2011
43,"A Louveau|J Herz|MN Alme|AF Salvador|MQ Dong|KE Viar|SG Herod",2018
43,"L Li|C Yeh|S Hu|L Wang|BT Soetikno|R Chen|Q Zhou|KK Shung",2014
34,"B Ning|N Sun|R Cao|R Chen|KK Shung|JA Hossack|JM Lee|Q Zhou",2015
31,"K Song|P Huang|C Yi|B Ning|S Hu|L Nie|X Chen|Z Nie",2015
31,S Hu,2015
30,"R Cao|J Li|B Ning|N Sun|T Wang|Z Zuo|S Hu",2017
30,"T Wang|R Cao|B Ning|AJ Dixon|JA Hossack|AL Klibanov|Q Zhou",2015
30,"C Yeh|S Hu|K Maslov|LV Wang",2012
27,"AJ Dixon|S Hu|AL Klibanov|JA Hossack",2015
27,"PK Avti|S Hu|C Favazza|AG Mikos|JA Jansen|KR Shroyer|LV Wang",2012
26,"H Song|M Konstantin|W Lihong V",2011
21,"Y Zhou|X Yi|W Xing|S Hu|KI Maslov|LV Wang",2014
18,"S Hu|KI Maslov|LV Wang",2009
17,"H Wallrabe|Z Svindrych|SR Alam|KH Siller|T Wang|D Kashatus|S Hu",2018
16,"T Wang|N Sun|R Cao|B Ning|R Chen|Q Zhou|S Hu",2016
16,"R Cao|JP Kilroy|B Ning|T Wang|JA Hossack|S Hu",2015
15,"YK Cho|G Zheng|GJ Augustine|D Hochbaum|A Cohen|T Knöpfel",2016
14,"C Yeh|BT Soetikno|S Hu|KI Maslov|LV Wang",2014
14,"B Soetikno|S Hu|E Gonzales|Q Zhong|K Maslov|JM Lee|LV Wang",2012
14,"S Hu|S Oladipupo|J Yao|AC Santeford|K Maslov|J Kovalski|JM Arbeit",2010
13,"A Norambuena|H Wallrabe|R Cao|DB Wang|A Silva|Z Svindrych",2018
13,S Hu,2016
13,"S Hu|E Gonzales|B Soetikno|E Gong|P Yan|K Maslov|JM Lee",2011
13,"K Maslov|HF Zhang|S Hu|LV Wang",2008
12,"MR Kelly-Goss|B Ning|AC Bruce|DN Tavakol|D Yi|S Hu|PA Yates",2017
10,"TCS Keller|JT Butcher|GB Broseghini-Filho|C Marziano|LJ DeLalio",2016
10,"C Yeh|B Soetikno|S Hu|KI Maslov|LV Wang",2015
9,"CP Favazza|S Hu|V Huang|O Jassim|LA Cornelius|LV Wang",2011
8,"Y Wang|S Hu|L Yan|JY Yang|AE Willner",2007
6,"BR DeGeorge Jr|B Ning|LS Salopek|A Pineros-Fernandez",2017
6,"T Luo|L Zhang|W Zhang|C Yu|S Hu|AE Willner",2006
5,"S Govinahallisathyanarayana|B Ning|R Cao|S Hu|JA Hossack",2018
5,"MF Gutknecht|ME Seaman|B Ning|DA Cornejo|E Mugler|PF Antkowiak",2017
5,"B Zhang|D Leuenberger|MCM Lee|S Hu|M Haghi|AE Willner|MC Wu",2006
5,"S Hu|H Zhang|Y Guo",2004
4,"N Sun|B Ning|KM Hansson|AC Bruce|SA Seaman|C Zhang|M Rikard",2018
4,"C Yeh|S Hu|J Liang|L Li|B Soetikno|ZH Lu|RE Sohn|K Maslov",2015
4,"S Hu|K Maslov|L Wang",2010
3,"R Cao|J Li|C Zhang|Z Zuo|S Hu",2019
3,"C Yeh|J Liang|Y Zhou|S Hu|RE Sohn|JM Arbeit|LV Wang",2016
3,"X Cai|S Hu|B Paratala|B Sitharaman|LV Wang",2011
3,"B Rao|S Hu|L Li|K Maslov|LV Wang",2010
3,"S Hu|P Yan|K Maslov|JM Lee|LV Wang",2010
2,"R Cao|C Zhang|VV Mitkin|MF Lankford|J Li|Z Zuo|CH Meyer",2019
2,"C Yeh|L Wang|J Liang|Y Zhou|S Hu|RE Sohn|JM Arbeit|LV Wang",2017
2,"R Cao|J Li|B Ning|N Sun|T Wang|Z Zuo|S Hu",2017
2,"R Cao|B Ning|N Sun|J Li|T Wang|Z Zuo|S Hu",2016
2,"K Maslov|S Hu|LV Wang",2011
2,"J Yao|KI Maslov|S Hu|LV Wang",2010
1,"PS Cottler|JB Olenczak|B Ning|SA Seaman|JM Thuman|N Sun",2019
1,"S Hu|N Sun|B Ning|J Wikström|M Wågberg|LG Carlsson",2017
1,S Hu,2015
1,"C Yeh|B Soetikno|S Hu|KI Maslov|LV Wang",2014
1,"S Hu|C Favazza|LV Wang",2012
1,"S Hu|R Sohn|ZH Lu|B Soetikno|Q Zhong|J Yao|K Maslov|JM Arbeit",2012
1,"Z Guo|S Hu|CP Favazza|TN Erpelding|L Jankovic|LV Wang",2011
1,"S Hu|KI Maslov|LV Wang",2009
1,"Y Wang|S Hu|L Yan|AE Willner",2006
8,"J Reese|EL Shelton|JC Slaughter",2017
20,"EL Shelton|SD Poole|J Reese",2013
22,"ER Pfaltzgraff|EL Shelton|CL Galindo",2014
10,"EL Shelton|CL Galindo|CH Williams|E Pfaltzgraff",2013
4,"EL Shelton|N Waleh|EJ Plosa|JT Benjamin|GL Milne",2018
38,"|CW Hooper|N Brown|SD Poole|EL Shelton",2014
2,"|JL Herington|EJ Plosa|EL Shelton",2018
13,"JL Herington|DR Swale|N Brown|EL Shelton|H Choi",2015
5,"|SD Poole|NJ Ehinger|N Brown|EL Shelton",2013
16,"EL Shelton|G Ector|CL Galindo|CW Hooper",2014
12,"MM Vucovich|RB Cotton|EL Shelton",2014
7,"|RB Cotton|J Reese|EL Shelton",2016
6,"GL Jordan|EL Shelton",1956
8,"EL Shelton|DM Bader",2012
154,"CM Halabi|AM Beyer|WJ de Lange|HL Keen",2008
150,"Y Feng|H Xia|Y Cai|CM Halabi|LK Becker",2010
116,"AM Beyer|GL Baumbach|CM Halabi|ML Modrick",2008
81,"AM Beyer|WJ de Lange|CM Halabi",2008
54,"WJ de Lange|CM Halabi|AM Beyer",2008
42,"VS Lee|CM Halabi|EP Hoffman",2016
29,"HL Keen|CM Halabi|AM Beyer",2010
21,"CM Halabi|CD Sigmund",2005
20,"O Igoucheva|V Alexeev|CM Halabi|SM Adams",2015
10,"CM Halabi|TJ Broekelmann|M Lin",2017
10,"CM Halabi|TJ Broekelmann|RH Knutsen",2015
4,"AM Beyer|WJ de Lange|CM Halabi",2008
6,"AJ Shepherd|AD Mickle|JP Golden",2018
2,"CM Halabi|RP Mecham",2018
5,"Y Huang|C McClenaghan|TM Harter|K Hinman",2018
1,"GL Baumbach|CM Halabi|AM Beyer",2008
1,"TK Davis|CM Halabi|P Siefken",2013
458,"R Vogels|D Zuijdgeest|R van Rijnsoever|E Hartkoorn|I Damen",2003
409,"VWM Van Hinsbergh|MA Engelse|PHA Quax",2006
353,"A Danen-Van Oorschot|DF Fischer|JM Grimbergen|B Klein|SM Zhuang",1997
319,"RL Van Bezooijen|JP Svensson|D Eefting|A Visser|G van der Horst",2007
309,"YH Kusumanto|V Van Weel|NH Mulder|AJ Smit|J Van Den Dungen",2006
305,"A Vink|AH Schoneveld|JJ van der Meer|BJ van Middelaar|JPG Sluijter",2002
302,"L Timmers|JPG Sluijter|JK van Keulen|IE Hoefer|MGJ Nederhoff",2008
258,"C van Solingen|L Seghers|R Bijkerk|JMGJ Duijs|MK Roeten",2009
252,"SCG Hollestelle|MR de Vries|JK van Keulen|AH Schoneveld|A Vink",2004
243,"MJE Havenga|AAC Lemckert|O Ophorst|M Van Meijer|WTV Germeraad",2002
234,"BL Van der Hoeven|NMM Pires|HM Warda|PV Oemrawsingh",2005
199,"JW Jukema|JJW Verschuren|TAN Ahmed|PHA Quax",2012
188,"A Collen|R Hanemaaijer|F Lupu|PHA Quax|N van Lent|J Grimbergen",2003
177,"TJ de Vries|PH Quax|M Denijn|KN Verrijp|JH Verheijen|HW Verspaget",1994
173,"PH Quax|GN Van Muijen|EJ Weening-Verhoeff|LR Lund|K Danø",1991
167,"MJE Havenga|AAC Lemckert|JM Grimbergen|R Vogels|LGM Huisman",2001
154,"PH Quax|CM van den Hoogen|JH Verheijen|T Padro|R Zeheb",1990
150,"RJ Wierda|SB Geutskens|JW Jukema|PHA Quax|PJ van den Elsen",2010
148,"A Schepers|D Eefting|PI Bonta|JM Grimbergen|MR De Vries",2006
142,"V Van Weel|REM Toes|L Seghers|MML Deckers|MR De Vries",2007
141,"L Holterman|R Vogels|R van der Vlugt|M Sieuwerts|J Grimbergen",2004
140,"D Pons|FR de Vries|PJ van den Elsen|BT Heijmans|PHA Quax",2009
134,"WH Van der Laan|PHA Quax|CA Seemayer|LGM Huisman",2003
124,"F Arslan|MB Smeets|PW Riem Vis|JC Karper|PH Quax|LG Bongartz",2011
109,"PS Monraats|NMM Pires|A Schepers|WRP Agema|LSM Boesten",2005
108,"G van der Pluijm|B Sijmons|H Vloedgraven|C van der Bent|JW Drijfhout",2001
107,"V van Weel|L Seghers|MR de Vries|EJ Kuiper|RO Schlingemann",2007
95,"PHA Quax|MLM Lamfers|JWHP Lardenoye|JM Grimbergen",2001
93,"JHP Lardenoye|DJM Delsing|MR De Vries|MML Deckers|HMG Princen",2000
93,"PH Quax|N Pedersen|MT Masucci|EJ Weening-Verhoeff|K Danø",1991
92,"C van Solingen|HC de Boer|R Bijkerk|M Monge",2011
92,"PS Monraats|NMM Pires|WRP Agema|AH Zwinderman|A Schepers",2005
92,"PHA Quax|RTJ Van Leeuwen|HW Verspaget|JH Verheijen",1990
87,"NMM Pires|TWH Pols|MR de Vries|CM van Tiel|PI Bonta|M Vos",2007
87,"CFM Sier|HW Verspaget|G Griffioen|JH Verheijen|PHA Quax",1991
84,"V Van Weel|RB Van Tongeren|VWM Van Hinsbergh|JH Van Bockel",2008
83,"M Plaisier|K Kapiteijn|P Koolwijk|C Fijten|R Hanemaaijer",2004
82,"TC Rothuizen|CY Wong|PHA Quax|AJ van Zonneveld|TJ Rabelink",2013
81,"V van Weel|MML Deckers|JM Grimbergen|KJM van Leuven",2004
80,"AA Hellingman|AJNM Bastiaansen|MR de Vries|L Seghers|MA Lijkwan",2010
80,"AD Hauer|GHM van Puijvelde|N Peterse|P de Vos|V van Weel",2007
80,"V van Weel|M de Vries|PJ Voshol|RE Verloop|PHC Eilers",2006
