Cites,Authors,Year,Year_1990to1994,Cites_1990to1994,Year_1990to2004,Cites_1990to2004,Year_1990to2019,Cites_1990to2019
159,Jain Mukesh,2007,0,0,0,0,1,159
155,Jain Mukesh,2005,0,0,0,0,1,155
149,Jain Mukesh,2010,0,0,0,0,1,149
143,Jain Mukesh|Peter Libby,2006,0,0,0,0,1,143
139,Jain Mukesh,2012,0,0,0,0,1,139
139,Jain Mukesh,2008,0,0,0,0,1,139
137,Jain Mukesh,2005,0,0,0,0,1,137
135,Jain Mukesh,1996,0,0,1,135,1,135
125,Jain Mukesh,2010,0,0,0,0,1,125
125,Jain Mukesh,1996,0,0,1,125,1,125
119,Jain Mukesh,1998,0,0,1,119,1,119
115,Jain Mukesh,2004,0,0,1,115,1,115
114,Jain Mukesh,2006,0,0,0,0,1,114
98,Jain Mukesh|Peter Libby,2004,0,0,1,98,1,98
92,Jain Mukesh,2007,0,0,0,0,1,92
92,Jain Mukesh,1996,0,0,1,92,1,92
88,Jain Mukesh,2009,0,0,0,0,1,88
87,Jain Mukesh,2016,0,0,0,0,1,87
87,Jain Mukesh,2011,0,0,0,0,1,87
87,Jain Mukesh,1998,0,0,1,87,1,87
86,Jain Mukesh,2010,0,0,0,0,1,86
83,Jain Mukesh,2012,0,0,0,0,1,83
83,Jain Mukesh,2009,0,0,0,0,1,83
83,Jain Mukesh,2008,0,0,0,0,1,83
83,Jain Mukesh,1999,0,0,1,83,1,83
82,Jain Mukesh,1998,0,0,1,82,1,82
80,Jain Mukesh,2012,0,0,0,0,1,80
79,Jain Mukesh,2011,0,0,0,0,1,79
78,Jain Mukesh,2004,0,0,1,78,1,78
78,Jain Mukesh,1998,0,0,1,78,1,78
77,Jain Mukesh,2004,0,0,1,77,1,77
74,Jain Mukesh,2001,0,0,1,74,1,74
73,Jain Mukesh,2011,0,0,0,0,1,73
72,Jain Mukesh,2010,0,0,0,0,1,72
72,Jain Mukesh,2010,0,0,0,0,1,72
71,Jain Mukesh,2010,0,0,0,0,1,71
69,Jain Mukesh,2012,0,0,0,0,1,69
69,Jain Mukesh,2007,0,0,0,0,1,69
69,Jain Mukesh,2006,0,0,0,0,1,69
67,Jain Mukesh,2012,0,0,0,0,1,67
67,Jain Mukesh,2011,0,0,0,0,1,67
65,Jain Mukesh,1985,0,0,0,0,0,0
64,Jain Mukesh,2014,0,0,0,0,1,64
64,Jain Mukesh,1998,0,0,1,64,1,64
63,Jain Mukesh,2012,0,0,0,0,1,63
60,Jain Mukesh,2012,0,0,0,0,1,60
56,Jain Mukesh|Elisabetta Dejana,2016,0,0,0,0,1,56
54,Jain Mukesh,2006,0,0,0,0,1,54
52,Jain Mukesh,2014,0,0,0,0,1,52
52,Jain Mukesh,1998,0,0,1,52,1,52
50,Jain Mukesh,2011,0,0,0,0,1,50
50,Jain Mukesh,2005,0,0,0,0,1,50
49,Jain Mukesh,2013,0,0,0,0,1,49
48,Jain Mukesh,2004,0,0,1,48,1,48
47,Jain Mukesh|Christopher Glass,2016,0,0,0,0,1,47
47,Jain Mukesh,2011,0,0,0,0,1,47
46,Jain Mukesh,2013,0,0,0,0,1,46
45,Jain Mukesh,2015,0,0,0,0,1,45
45,Jain Mukesh,1996,0,0,1,45,1,45
44,Jain Mukesh,2010,0,0,0,0,1,44
42,Jain Mukesh,2002,0,0,1,42,1,42
41,Jain Mukesh,2013,0,0,0,0,1,41
40,Jain Mukesh,2005,0,0,0,0,1,40
38,Jain Mukesh,2011,0,0,0,0,1,38
37,Jain Mukesh,2014,0,0,0,0,1,37
37,Jain Mukesh,2002,0,0,1,37,1,37
36,Jain Mukesh,2015,0,0,0,0,1,36
36,Jain Mukesh,2005,0,0,0,0,1,36
35,Jain Mukesh,2012,0,0,0,0,1,35
33,Jain Mukesh,1998,0,0,1,33,1,33
32,Jain Mukesh,2015,0,0,0,0,1,32
32,Jain Mukesh,2013,0,0,0,0,1,32
35,Zhen Chen|Jain Mukesh,2017,0,0,0,0,1,35
31,Jain Mukesh,2016,0,0,0,0,1,31
29,Jain Mukesh,2015,0,0,0,0,1,29
29,Jain Mukesh,2004,0,0,1,29,1,29
28,Jain Mukesh,2016,0,0,0,0,1,28
28,Jain Mukesh,2015,0,0,0,0,1,28
28,Jain Mukesh,2014,0,0,0,0,1,28
27,Jain Mukesh,2010,0,0,0,0,1,27
26,Jain Mukesh,1990,1,26,1,26,1,26
25,Jain Mukesh,2013,0,0,0,0,1,25
24,Jain Mukesh,2015,0,0,0,0,1,24
24,Jain Mukesh,2015,0,0,0,0,1,24
24,Jain Mukesh,2015,0,0,0,0,1,24
24,Jain Mukesh,2013,0,0,0,0,1,24
23,Jain Mukesh|Hyung Chun,2012,0,0,0,0,1,23
23,Jain Mukesh,2012,0,0,0,0,1,23
23,Jain Mukesh,1980,0,0,0,0,0,0
22,Jain Mukesh,2017,0,0,0,0,1,22
22,Jain Mukesh,2013,0,0,0,0,1,22
22,Jain Mukesh,2009,0,0,0,0,1,22
21,Jain Mukesh,2014,0,0,0,0,1,21
22,Edward Plow|Jain Mukesh,2013,0,0,0,0,1,22
21,Jain Mukesh,2012,0,0,0,0,1,21
21,Jain Mukesh,1997,0,0,1,21,1,21
17,Jain Mukesh,2012,0,0,0,0,1,17
17,Jain Mukesh,1996,0,0,1,17,1,17
18,Jain Mukesh|Ru-Ting Huang,2017,0,0,0,0,1,18
16,Jain Mukesh,1999,0,0,1,16,1,16
15,Jain Mukesh,2015,0,0,0,0,1,15
15,Jain Mukesh,1994,1,15,1,15,1,15
14,Jain Mukesh,2015,0,0,0,0,1,14
14,Jain Mukesh,2015,0,0,0,0,1,14
14,Jain Mukesh,2012,0,0,0,0,1,14
12,Jain Mukesh,2017,0,0,0,0,1,12
12,Jain Mukesh,2015,0,0,0,0,1,12
12,Jain Mukesh,2000,0,0,1,12,1,12
12,Jain Mukesh,1986,0,0,0,0,0,0
11,Jain Mukesh,2016,0,0,0,0,1,11
11,Jain Mukesh,1981,0,0,0,0,0,0
10,Jain Mukesh,2017,0,0,0,0,1,10
9,Jain Mukesh,2018,0,0,0,0,1,9
9,Jain Mukesh,2015,0,0,0,0,1,9
9,Jain Mukesh,1991,1,9,1,9,1,9
9,Jain Mukesh,1984,0,0,0,0,0,0
8,Jain Mukesh,1979,0,0,0,0,0,0
7,Jain Mukesh,2017,0,0,0,0,1,7
7,Jain Mukesh,2016,0,0,0,0,1,7
7,Jain Mukesh,2015,0,0,0,0,1,7
7,Jain Mukesh,2014,0,0,0,0,1,7
7,Jain Mukesh,1990,1,7,1,7,1,7
7,Jain Mukesh,1980,0,0,0,0,0,0
6,Jain Mukesh,2018,0,0,0,0,1,6
6,Jain Mukesh,2014,0,0,0,0,1,6
5,Jain Mukesh,2018,0,0,0,0,1,5
5,Jain Mukesh,2017,0,0,0,0,1,5
5,Jain Mukesh,2017,0,0,0,0,1,5
5,Jain Mukesh,2017,0,0,0,0,1,5
5,Jain Mukesh,2017,0,0,0,0,1,5
5,Jain Mukesh,2015,0,0,0,0,1,5
5,Jain Mukesh,2011,0,0,0,0,1,5
5,Jain Mukesh,2011,0,0,0,0,1,5
5,Jain Mukesh,2005,0,0,0,0,1,5
5,Jain Mukesh,1994,1,5,1,5,1,5
4,Jain Mukesh,2018,0,0,0,0,1,4
4,Jain Mukesh,2018,0,0,0,0,1,4
4,Jain Mukesh,2017,0,0,0,0,1,4
4,Jain Mukesh,2013,0,0,0,0,1,4
3,Jain Mukesh,2018,0,0,0,0,1,3
3,Jain Mukesh,2017,0,0,0,0,1,3
3,Jain Mukesh,2017,0,0,0,0,1,3
3,Jain Mukesh,2013,0,0,0,0,1,3
3,Jain Mukesh,2010,0,0,0,0,1,3
3,Jain Mukesh,2006,0,0,0,0,1,3
3,Jain Mukesh,2000,0,0,1,3,1,3
2,Jain Mukesh,2019,0,0,0,0,1,2
2,Jain Mukesh,2018,0,0,0,0,1,2
2,Jain Mukesh,2018,0,0,0,0,1,2
2,Jain Mukesh,2017,0,0,0,0,1,2
2,Jain Mukesh,2016,0,0,0,0,1,2
2,Jain Mukesh,2011,0,0,0,0,1,2
2,Jain Mukesh,2010,0,0,0,0,1,2
2,Jain Mukesh,2010,0,0,0,0,1,2
2,Jain Mukesh,2009,0,0,0,0,1,2
2,Jain Mukesh,2008,0,0,0,0,1,2
2,Jain Mukesh,2005,0,0,0,0,1,2
1,Jain Mukesh|Ira Tabas,2019,0,0,0,0,1,1
1,Jain Mukesh,2018,0,0,0,0,1,1
1,Jain Mukesh,2017,0,0,0,0,1,1
1,Jain Mukesh,2017,0,0,0,0,1,1
1,Jain Mukesh,2016,0,0,0,0,1,1
1,Jain Mukesh,2015,0,0,0,0,1,1
1,Jain Mukesh,2015,0,0,0,0,1,1
1,Jain Mukesh,2011,0,0,0,0,1,1
1,Jain Mukesh,2010,0,0,0,0,1,1
1,Jain Mukesh,2010,0,0,0,0,1,1
1,Jain Mukesh,2009,0,0,0,0,1,1
1,Jain Mukesh,2008,0,0,0,0,1,1
1,Jain Mukesh,2007,0,0,0,0,1,1
1,Jain Mukesh,2007,0,0,0,0,1,1
1,Jain Mukesh,2005,0,0,0,0,1,1
1,Jain Mukesh,2004,0,0,1,1,1,1
1,Jain Mukesh,2000,0,0,1,1,1,1
1,Jain Mukesh,2000,0,0,1,1,1,1
1,Jain Mukesh,1998,0,0,1,1,1,1
1,Jain Mukesh,1998,0,0,1,1,1,1
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2019,0,0,0,0,1,0
0,Jain Mukesh,2018,0,0,0,0,1,0
0,Jain Mukesh,2018,0,0,0,0,1,0
0,Jain Mukesh,2018,0,0,0,0,1,0
0,Jain Mukesh,2018,0,0,0,0,1,0
0,Jain Mukesh,2018,0,0,0,0,1,0
0,Jain Mukesh,2018,0,0,0,0,1,0
0,Jain Mukesh,2017,0,0,0,0,1,0
0,Jain Mukesh,2017,0,0,0,0,1,0
0,Jain Mukesh,2017,0,0,0,0,1,0
0,Jain Mukesh,2017,0,0,0,0,1,0
0,Jain Mukesh,2017,0,0,0,0,1,0
0,Jain Mukesh,2017,0,0,0,0,1,0
0,Jain Mukesh,2015,0,0,0,0,1,0
0,Jain Mukesh,2015,0,0,0,0,1,0
0,Jain Mukesh,2015,0,0,0,0,1,0
0,Jain Mukesh,2015,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2014,0,0,0,0,1,0
0,Jain Mukesh,2013,0,0,0,0,1,0
0,Jain Mukesh,2013,0,0,0,0,1,0
0,Jain Mukesh,2013,0,0,0,0,1,0
0,Jain Mukesh,2012,0,0,0,0,1,0
0,Jain Mukesh,2012,0,0,0,0,1,0
0,Jain Mukesh,2012,0,0,0,0,1,0
0,Jain Mukesh,2012,0,0,0,0,1,0
0,Jain Mukesh,2012,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2011,0,0,0,0,1,0
0,Jain Mukesh,2010,0,0,0,0,1,0
0,Jain Mukesh,2010,0,0,0,0,1,0
0,Jain Mukesh,2010,0,0,0,0,1,0
0,Jain Mukesh,2010,0,0,0,0,1,0
0,Jain Mukesh,2009,0,0,0,0,1,0
0,Jain Mukesh,2009,0,0,0,0,1,0
0,Jain Mukesh,2009,0,0,0,0,1,0
0,Jain Mukesh,2009,0,0,0,0,1,0
0,Jain Mukesh,2008,0,0,0,0,1,0
0,Jain Mukesh,2008,0,0,0,0,1,0
0,Jain Mukesh,2008,0,0,0,0,1,0
0,Jain Mukesh,2008,0,0,0,0,1,0
0,Jain Mukesh,2007,0,0,0,0,1,0
0,Jain Mukesh,2007,0,0,0,0,1,0
0,Jain Mukesh,2006,0,0,0,0,1,0
0,Jain Mukesh,2006,0,0,0,0,1,0
0,Jain Mukesh,2006,0,0,0,0,1,0
0,Jain Mukesh,2006,0,0,0,0,1,0
0,Jain Mukesh,2005,0,0,0,0,1,0
0,Jain Mukesh,2005,0,0,0,0,1,0
0,Jain Mukesh,2004,0,0,1,0,1,0
0,Jain Mukesh,2004,0,0,1,0,1,0
0,Jain Mukesh,2004,0,0,1,0,1,0
0,Jain Mukesh,2003,0,0,1,0,1,0
0,Jain Mukesh,2003,0,0,1,0,1,0
0,Jain Mukesh,2003,0,0,1,0,1,0
0,Jain Mukesh,2002,0,0,1,0,1,0
0,Jain Mukesh,2002,0,0,1,0,1,0
0,Jain Mukesh,2002,0,0,1,0,1,0
0,Jain Mukesh|Peter Libby,2002,0,0,1,0,1,0
0,Jain Mukesh|Peter Libby,2002,0,0,1,0,1,0
0,Jain Mukesh,2002,0,0,1,0,1,0
0,Jain Mukesh,2001,0,0,1,0,1,0
0,Jain Mukesh,2001,0,0,1,0,1,0
0,Jain Mukesh,2001,0,0,1,0,1,0
0,Jain Mukesh,2001,0,0,1,0,1,0
0,Jain Mukesh,2001,0,0,1,0,1,0
0,Jain Mukesh,2000,0,0,1,0,1,0
0,Jain Mukesh,2000,0,0,1,0,1,0
0,Jain Mukesh,1999,0,0,1,0,1,0
0,Jain Mukesh,1999,0,0,1,0,1,0
0,Jain Mukesh,1999,0,0,1,0,1,0
0,Jain Mukesh,1999,0,0,1,0,1,0
0,Jain Mukesh,1999,0,0,1,0,1,0
0,Jain Mukesh,1999,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1998,0,0,1,0,1,0
0,Jain Mukesh,1997,0,0,1,0,1,0
0,Jain Mukesh,1997,0,0,1,0,1,0
0,Jain Mukesh,1996,0,0,1,0,1,0
0,Jain Mukesh,1996,0,0,1,0,1,0
0,Jain Mukesh,1996,0,0,1,0,1,0
0,Jain Mukesh,1996,0,0,1,0,1,0
0,Jain Mukesh,1996,0,0,1,0,1,0
0,Jain Mukesh,1996,0,0,1,0,1,0
0,Jain Mukesh,1992,1,0,1,0,1,0
0,Jain Mukesh,1989,0,0,0,0,0,0
0,Jain Mukesh,1984,0,0,0,0,0,0
0,Jain Mukesh,1976,0,0,0,0,0,0
0,Jain Mukesh,1974,0,0,0,0,0,0
2270,Christopher Hughes,2004,0,0,1,2270,1,2270
523,Christopher Hughes|Jordan Pober,1995,0,0,1,523,1,523
400,Christopher Hughes,2007,0,0,0,0,1,400
396,Christopher Hughes|Peter Libby|Jordan Pober,1991,1,396,1,396,1,396
383,Christopher Hughes,2003,0,0,1,383,1,383
344,Christopher Hughes|Jordan Pober,2000,0,0,1,344,1,344
324,Christopher Hughes,2002,0,0,1,324,1,324
305,Christopher Hughes,2007,0,0,0,0,1,305
304,Christopher Hughes,2008,0,0,0,0,1,304
302,Christopher Hughes,2005,0,0,0,0,1,302
277,Christopher Hughes,2002,0,0,1,277,1,277
263,Christopher Hughes,2008,0,0,0,0,1,263
233,Christopher Hughes,2008,0,0,0,0,1,233
220,Christopher Hughes,2005,0,0,0,0,1,220
219,Christopher Hughes,2006,0,0,0,0,1,219
215,Christopher Hughes,2002,0,0,1,215,1,215
213,Christopher Hughes,2011,0,0,0,0,1,213
211,Christopher Hughes,2013,0,0,0,0,1,211
201,Christopher Hughes,2008,0,0,0,0,1,201
194,Christopher Hughes,2009,0,0,0,0,1,194
176,Christopher Hughes,2008,0,0,0,0,1,176
165,Christopher Hughes,2002,0,0,1,165,1,165
163,Christopher Hughes,2001,0,0,1,163,1,163
156,Christopher Hughes|Jordan Pober,1990,1,156,1,156,1,156
150,Christopher Hughes,2008,0,0,0,0,1,150
147,Christopher Hughes,2009,0,0,0,0,1,147
144,Christopher Hughes,1988,0,0,0,0,0,0
134,Christopher Hughes|Jordan Pober,1993,1,134,1,134,1,134
131,Christopher Hughes,1990,1,131,1,131,1,131
126,Christopher Hughes,1987,0,0,0,0,0,0
125,Christopher Hughes|Jordan Pober,1994,1,125,1,125,1,125
122,Christopher Hughes,2003,0,0,1,122,1,122
114,Christopher Hughes|Jordan Pober,1996,0,0,1,114,1,114
112,Christopher Hughes|Jordan Pober,1996,0,0,1,112,1,112
106,Christopher Hughes,2014,0,0,0,0,1,106
103,Christopher Hughes,2007,0,0,0,0,1,103
99,Christopher Hughes,2013,0,0,0,0,1,99
90,Christopher Hughes|Jordan Pober,1990,1,90,1,90,1,90
84,Christopher Hughes,2002,0,0,1,84,1,84
84,Christopher Hughes|Jordan Pober,1996,0,0,1,84,1,84
79,Christopher Hughes,2009,0,0,0,0,1,79
77,Christopher Hughes,2016,0,0,0,0,1,77
77,Christopher Hughes,2007,0,0,0,0,1,77
76,Christopher Hughes,1995,0,0,1,76,1,76
74,Christopher Hughes,1997,0,0,1,74,1,74
72,Christopher Hughes,2013,0,0,0,0,1,72
72,Christopher Hughes,2009,0,0,0,0,1,72
71,Christopher Hughes|Jordan Pober,1991,1,71,1,71,1,71
66,Christopher Hughes,1986,0,0,0,0,0,0
64,Christopher Hughes,2015,0,0,0,0,1,64
62,Christopher Hughes|Jordan Pober,1997,0,0,1,62,1,62
60,Christopher Hughes,2016,0,0,0,0,1,60
60,Christopher Hughes|Jordan Pober,1998,0,0,1,60,1,60
59,Christopher Hughes,2014,0,0,0,0,1,59
59,Christopher Hughes,1990,1,59,1,59,1,59
57,Christopher Hughes|Jordan Pober,1990,1,57,1,57,1,57
55,Christopher Hughes,2017,0,0,0,0,1,55
55,Christopher Hughes,2012,0,0,0,0,1,55
54,Christopher Hughes,2012,0,0,0,0,1,54
51,Christopher Hughes|Jordan Pober,1996,0,0,1,51,1,51
46,Christopher Hughes,2005,0,0,0,0,1,46
46,Christopher Hughes,2001,0,0,1,46,1,46
45,Christopher Hughes,2016,0,0,0,0,1,45
45,Christopher Hughes,2010,0,0,0,0,1,45
45,Christopher Hughes,1987,0,0,0,0,0,0
44,Christopher Hughes,2012,0,0,0,0,1,44
44,Christopher Hughes,2005,0,0,0,0,1,44
44,Christopher Hughes,1997,0,0,1,44,1,44
43,Christopher Hughes|Jordan Pober,1993,1,43,1,43,1,43
43,Christopher Hughes,1989,0,0,0,0,0,0
42,Christopher Hughes,2012,0,0,0,0,1,42
42,Christopher Hughes,2000,0,0,1,42,1,42
40,Christopher Hughes,2016,0,0,0,0,1,40
39,Christopher Hughes,2006,0,0,0,0,1,39
38,Christopher Hughes,2013,0,0,0,0,1,38
38,Christopher Hughes|Jordan Pober,1994,1,38,1,38,1,38
33,Christopher Hughes,2000,0,0,1,33,1,33
33,Christopher Hughes,1998,0,0,1,33,1,33
32,Christopher Hughes,1999,0,0,1,32,1,32
29,Christopher Hughes,2017,0,0,0,0,1,29
29,Christopher Hughes,1989,0,0,0,0,0,0
27,Christopher Hughes,2014,0,0,0,0,1,27
25,Christopher Hughes,2017,0,0,0,0,1,25
21,Christopher Hughes,2016,0,0,0,0,1,21
21,Christopher Hughes,2014,0,0,0,0,1,21
20,Christopher Hughes|Beth Roman,2015,0,0,0,0,1,20
19,Christopher Hughes,2014,0,0,0,0,1,19
18,Christopher Hughes,2014,0,0,0,0,1,18
14,Christopher Hughes,2016,0,0,0,0,1,14
14,Christopher Hughes,2016,0,0,0,0,1,14
12,Christopher Hughes,2017,0,0,0,0,1,12
11,Christopher Hughes,2017,0,0,0,0,1,11
10,Christopher Hughes,2017,0,0,0,0,1,10
10,Christopher Hughes,1990,1,10,1,10,1,10
9,Christopher Hughes,2013,0,0,0,0,1,9
8,Christopher Hughes,2017,0,0,0,0,1,8
8,Christopher Hughes|Jordan Pober,1997,0,0,1,8,1,8
8,Christopher Hughes,1990,1,8,1,8,1,8
6,Christopher Hughes,2016,0,0,0,0,1,6
6,Christopher Hughes,2014,0,0,0,0,1,6
5,Christopher Hughes,2014,0,0,0,0,1,5
5,Christopher Hughes,1999,0,0,1,5,1,5
4,Christopher Hughes,2018,0,0,0,0,1,4
4,Christopher Hughes,2009,0,0,0,0,1,4
3,Christopher Hughes,2018,0,0,0,0,1,3
3,Christopher Hughes,2018,0,0,0,0,1,3
3,Christopher Hughes,2007,0,0,0,0,1,3
2,Christopher Hughes,2018,0,0,0,0,1,2
2,Christopher Hughes,2017,0,0,0,0,1,2
2,Christopher Hughes,2014,0,0,0,0,1,2
2,Christopher Hughes,2014,0,0,0,0,1,2
2,Christopher Hughes,2011,0,0,0,0,1,2
2,Christopher Hughes,2010,0,0,0,0,1,2
2,Christopher Hughes,2010,0,0,0,0,1,2
2,Christopher Hughes,2007,0,0,0,0,1,2
1,Christopher Hughes,2019,0,0,0,0,1,1
1,Christopher Hughes,2018,0,0,0,0,1,1
1,Christopher Hughes,2017,0,0,0,0,1,1
1,Christopher Hughes,2015,0,0,0,0,1,1
1,Craig Simmons|Julie Phillippi|Joseph Wu|Marsha Rolle|Christopher Hughes,2014,0,0,0,0,1,1
1,Christopher Hughes,2014,0,0,0,0,1,1
1,Christopher Hughes,2013,0,0,0,0,1,1
1,Christopher Hughes,2011,0,0,0,0,1,1
0,Christopher Hughes,2019,0,0,0,0,1,0
0,Christopher Hughes,2019,0,0,0,0,1,0
0,Christopher Hughes,2019,0,0,0,0,1,0
0,Christopher Hughes,2018,0,0,0,0,1,0
0,Christopher Hughes,2018,0,0,0,0,1,0
0,Christopher Hughes,2018,0,0,0,0,1,0
0,Christopher Hughes,2018,0,0,0,0,1,0
0,Christopher Hughes,2017,0,0,0,0,1,0
0,Christopher Hughes,2017,0,0,0,0,1,0
0,Christopher Hughes,2017,0,0,0,0,1,0
0,Christopher Hughes,2017,0,0,0,0,1,0
0,Christopher Hughes,2017,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2016,0,0,0,0,1,0
0,Christopher Hughes,2015,0,0,0,0,1,0
0,Christopher Hughes,2015,0,0,0,0,1,0
0,Christopher Hughes,2015,0,0,0,0,1,0
0,Christopher Hughes,2015,0,0,0,0,1,0
0,Christopher Hughes,2015,0,0,0,0,1,0
0,Christopher Hughes,2015,0,0,0,0,1,0
0,Christopher Hughes,2014,0,0,0,0,1,0
0,Christopher Hughes,2014,0,0,0,0,1,0
0,Christopher Hughes,2014,0,0,0,0,1,0
0,Christopher Hughes,2014,0,0,0,0,1,0
0,Christopher Hughes|Anjelica Gonzalez,2014,0,0,0,0,1,0
0,Christopher Hughes,2014,0,0,0,0,1,0
0,Christopher Hughes,2013,0,0,0,0,1,0
0,Christopher Hughes,2013,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2012,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2011,0,0,0,0,1,0
0,Christopher Hughes,2010,0,0,0,0,1,0
0,Christopher Hughes,2007,0,0,0,0,1,0
0,Christopher Hughes,2006,0,0,0,0,1,0
0,Christopher Hughes,2006,0,0,0,0,1,0
0,Christopher Hughes,2005,0,0,0,0,1,0
0,Christopher Hughes,2004,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2002,0,0,1,0,1,0
0,Christopher Hughes,2001,0,0,1,0,1,0
0,Christopher Hughes,2001,0,0,1,0,1,0
0,Christopher Hughes,2001,0,0,1,0,1,0
0,Christopher Hughes,2001,0,0,1,0,1,0
0,Christopher Hughes,2000,0,0,1,0,1,0
0,Christopher Hughes,2000,0,0,1,0,1,0
0,Christopher Hughes|Jordan Pober,1999,0,0,1,0,1,0
0,Christopher Hughes,1999,0,0,1,0,1,0
0,Christopher Hughes,1999,0,0,1,0,1,0
0,Christopher Hughes,1998,0,0,1,0,1,0
0,Christopher Hughes,1997,0,0,1,0,1,0
0,Christopher Hughes|Jordan Pober,1996,0,0,1,0,1,0
0,Christopher Hughes,1996,0,0,1,0,1,0
0,Christopher Hughes,1996,0,0,1,0,1,0
0,Christopher Hughes|Jordan Pober,1992,1,0,1,0,1,0
0,Christopher Hughes|Peter Libby|Jordan Pober,1991,1,0,1,0,1,0
0,Christopher Hughes|Peter Libby|Jordan Pober,1990,1,0,1,0,1,0
0,Christopher Hughes,1988,0,0,0,0,0,0
0,Christopher Hughes,1986,0,0,0,0,0,0
0,Christopher Hughes,1985,0,0,0,0,0,0
156,David Vereide,2011,0,0,0,0,1,156
119,David Vereide,2014,0,0,0,0,1,119
89,David Vereide,2016,0,0,0,0,1,89
71,David Vereide,2009,0,0,0,0,1,71
68,David Vereide,2011,0,0,0,0,1,68
51,David Vereide,2015,0,0,0,0,1,51
33,David Vereide,2009,0,0,0,0,1,33
20,David Vereide,2010,0,0,0,0,1,20
18,David Vereide,2014,0,0,0,0,1,18
4,David Vereide,2005,0,0,0,0,1,4
1,David Vereide,2018,0,0,0,0,1,1
0,David Vereide,2018,0,0,0,0,1,0
0,David Vereide,2005,0,0,0,0,1,0
0,David Vereide,2009,0,0,0,0,1,0
0,David Vereide,2017,0,0,0,0,1,0
586,Daniel Greif|Guillermo García-Cardeña|Mark Feinberg,2004,0,0,1,586,1,586
267,Daniel Greif,2010,0,0,0,0,1,267
242,Daniel Greif|Hyung Chun,2013,0,0,0,0,1,242
173,Daniel Greif,1997,0,0,1,173,1,173
107,Daniel Greif,2002,0,0,1,107,1,107
54,Daniel Greif|Ralf Adams,2015,0,0,0,0,1,54
49,Daniel Greif|Kristy Red-Horse,2012,0,0,0,0,1,49
50,Daniel Greif,2014,0,0,0,0,1,50
45,Daniel Greif,2004,0,0,1,45,1,45
22,Daniel Greif,2014,0,0,0,0,1,22
21,Daniel Greif,1999,0,0,1,21,1,21
